,composition,coop_rate,winning_strategy
93,"[4, 2, 5, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
94,"[2, 0, 3, 0, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
95,"[3, 3, 5, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
96,"[0, 4, 1, 0, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
97,"[2, 3, 2, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
98,"[1, 1, 0, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
99,"[1, 1, 1, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
100,"[5, 2, 0, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
101,"[0, 1, 4, 3, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
102,"[1, 1, 5, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
103,"[0, 4, 4, 2, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
104,"[1, 1, 4, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
105,"[1, 3, 1, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
106,"[1, 4, 3, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
107,"[5, 1, 3, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
108,"[2, 0, 1, 0, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
109,"[0, 2, 5, 4, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
110,"[4, 4, 2, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
111,"[4, 4, 5, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
112,"[5, 2, 4, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
113,"[3, 5, 0, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
114,"[1, 5, 2, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
115,"[0, 0, 3, 4, 2]",200.0,"['OnceBitten', 'InversePunisher']"
116,"[0, 1, 1, 1, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
117,"[4, 4, 1, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
118,"[2, 0, 0, 1, 5]",200.0,"['FirstByDavis', 'InversePunisher']"
119,"[3, 2, 3, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
120,"[3, 5, 2, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
121,"[4, 0, 3, 5, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
122,"[5, 5, 4, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
123,"[5, 3, 5, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
124,"[1, 3, 5, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
125,"[4, 1, 3, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
126,"[3, 4, 2, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
127,"[4, 5, 3, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
128,"[1, 5, 0, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat']"
129,"[2, 0, 0, 5, 2]",200.0,"['FirstByDavis', 'InversePunisher']"
130,"[0, 5, 0, 3, 3]",200.0,"['ContriteTitForTat', 'InversePunisher']"
131,"[1, 3, 2, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
132,"[4, 3, 1, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
133,"[3, 5, 4, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
134,"[0, 2, 1, 0, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
135,"[0, 4, 3, 3, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
136,"[4, 2, 2, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten']"
137,"[0, 4, 4, 2, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
138,"[1, 2, 3, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
139,"[1, 3, 2, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
140,"[4, 3, 2, 2, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
141,"[5, 4, 0, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
142,"[4, 3, 1, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
143,"[4, 5, 4, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
144,"[4, 2, 1, 1, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
145,"[0, 5, 4, 1, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
146,"[4, 4, 3, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
147,"[1, 0, 5, 5, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
148,"[3, 1, 2, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
149,"[0, 0, 3, 4, 4]",200.0,"['OnceBitten', 'InversePunisher']"
150,"[4, 1, 0, 1, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
151,"[1, 1, 5, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
152,"[3, 5, 2, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
153,"[1, 5, 3, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
154,"[4, 2, 0, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
155,"[4, 5, 0, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
156,"[5, 5, 4, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
157,"[2, 2, 1, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
158,"[2, 2, 2, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
159,"[1, 3, 1, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
160,"[5, 2, 4, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
161,"[5, 5, 1, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
162,"[3, 5, 4, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
163,"[0, 1, 5, 0, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
164,"[4, 3, 2, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
165,"[3, 4, 1, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
166,"[4, 1, 2, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
167,"[1, 2, 5, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
168,"[2, 1, 1, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
169,"[4, 3, 4, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
170,"[2, 2, 5, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
171,"[0, 4, 1, 0, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
172,"[1, 2, 1, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
173,"[1, 3, 5, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
174,"[4, 5, 3, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
175,"[0, 3, 3, 1, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
176,"[3, 4, 4, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
177,"[5, 2, 2, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
178,"[5, 1, 4, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
179,"[3, 5, 0, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
180,"[0, 0, 0, 5, 2]",200.0,['InversePunisher']
181,"[0, 3, 0, 0, 4]",200.0,"['ContriteTitForTat', 'InversePunisher']"
182,"[5, 3, 5, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
183,"[2, 4, 1, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
184,"[5, 1, 0, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
185,"[4, 5, 3, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
186,"[3, 1, 5, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
187,"[1, 4, 0, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat']"
188,"[2, 5, 5, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
189,"[1, 1, 1, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
190,"[5, 4, 5, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
191,"[4, 1, 3, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
192,"[0, 5, 1, 1, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
193,"[3, 3, 0, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
194,"[1, 3, 4, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
195,"[5, 1, 4, 4, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
196,"[2, 5, 2, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
197,"[4, 4, 0, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
198,"[5, 0, 4, 2, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
199,"[1, 3, 0, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
200,"[5, 1, 4, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
201,"[4, 3, 2, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
202,"[1, 5, 4, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
203,"[2, 1, 1, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
204,"[1, 2, 0, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
205,"[3, 0, 0, 0, 3]",200.0,"['FirstByDavis', 'InversePunisher']"
206,"[1, 2, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
207,"[4, 5, 1, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
208,"[3, 5, 1, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
209,"[0, 3, 5, 3, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
210,"[4, 5, 1, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
211,"[5, 1, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
212,"[0, 4, 5, 1, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
213,"[5, 5, 4, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
214,"[0, 4, 2, 4, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
215,"[3, 3, 2, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
216,"[0, 2, 0, 3, 1]",200.0,"['ContriteTitForTat', 'InversePunisher']"
217,"[5, 5, 5, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
218,"[4, 0, 0, 5, 5]",200.0,"['FirstByDavis', 'InversePunisher']"
219,"[1, 4, 2, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
220,"[2, 3, 3, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
221,"[1, 0, 5, 2, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
222,"[3, 1, 5, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
223,"[5, 4, 5, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
224,"[5, 5, 4, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
225,"[2, 0, 3, 4, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
226,"[2, 1, 1, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
227,"[0, 3, 4, 5, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
228,"[3, 1, 2, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
229,"[3, 2, 4, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
230,"[1, 4, 2, 4, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
231,"[4, 5, 4, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
