,composition,coop_rate,winning_strategy
28,"[0, 5, 5, 0, 1]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
29,"[5, 0, 1, 1, 5]",83.89583333333333,['EvolvedANNNoise05']
30,"[4, 4, 3, 3, 5]",131.3656509695291,['Raider']
31,"[5, 1, 0, 2, 3]",93.64462809917356,['EvolvedANNNoise05']
32,"[5, 1, 4, 3, 4]",112.62629757785467,['EvolvedANNNoise05']
33,"[2, 2, 3, 1, 0]",137.9375,['Raider']
34,"[4, 5, 0, 1, 4]",126.89285714285714,['Raider']
35,"[2, 1, 4, 3, 2]",133.04861111111111,['Raider']
36,"[4, 2, 2, 5, 0]",138.36686390532543,['Raider']
37,"[5, 5, 4, 5, 4]",132.35349716446126,['Raider']
38,"[5, 2, 4, 2, 2]",116.01777777777778,['EvolvedANNNoise05']
39,"[1, 5, 2, 3, 4]",157.52444444444444,['Raider']
40,"[2, 5, 4, 5, 3]",148.6426592797784,['Raider']
41,"[5, 3, 1, 2, 4]",112.73333333333333,['EvolvedANNNoise05']
42,"[4, 5, 0, 5, 4]",131.78703703703704,['Raider']
43,"[5, 5, 0, 5, 5]",125.9375,['EvolvedANNNoise05']
44,"[4, 1, 5, 3, 5]",122.48765432098766,['EvolvedANNNoise05']
45,"[1, 2, 0, 0, 5]",160.640625,['Forgiver']
46,"[5, 2, 4, 3, 1]",120.4888888888889,['EvolvedANNNoise05']
47,"[2, 5, 5, 0, 0]",161.625,['Raider']
48,"[4, 4, 5, 1, 0]",134.6734693877551,['Raider']
49,"[3, 4, 5, 1, 3]",145.41015625,['Raider']
50,"[2, 5, 3, 2, 3]",152.4088888888889,['Raider']
51,"[5, 4, 0, 2, 1]",122.10416666666667,['EvolvedANNNoise05']
52,"[4, 5, 5, 1, 3]",140.320987654321,['Raider']
53,"[4, 3, 5, 5, 1]",135.14814814814815,['Raider']
54,"[4, 4, 4, 4, 5]",133.27891156462584,['Raider']
55,"[0, 4, 0, 2, 1]",172.6122448979592,['EvolvedANNNoise05']
56,"[5, 2, 3, 0, 4]",109.31122448979592,['Raider']
57,"[1, 2, 4, 2, 1]",152.99,['Raider']
58,"[0, 0, 3, 2, 3]",153.90625,['GrudgerAlternator']
59,"[2, 2, 2, 3, 3]",132.77083333333334,['Raider']
60,"[3, 1, 0, 1, 5]",104.97,['Forgiver']
61,"[1, 4, 5, 5, 1]",155.73828125,['Raider']
62,"[3, 1, 2, 0, 0]",100.0,['Raider']
63,"[5, 3, 3, 3, 3]",120.9757785467128,['EvolvedANNNoise05']
64,"[1, 1, 1, 3, 1]",137.3469387755102,['Raider']
65,"[4, 0, 1, 5, 3]",110.83431952662721,['EvolvedANNNoise05']
66,"[3, 3, 5, 2, 5]",140.96913580246914,['Raider']
67,"[3, 5, 3, 3, 0]",146.6122448979592,['Raider']
68,"[5, 3, 1, 5, 0]",139.28571428571428,['EvolvedANNNoise05']
69,"[1, 3, 5, 1, 4]",168.20408163265307,['Raider']
70,"[0, 5, 0, 1, 1]",185.0612244897959,['EvolvedANNNoise05']
71,"[3, 3, 0, 1, 3]",121.03,['EvolvedANNNoise05']
72,"[3, 1, 4, 2, 2]",123.68055555555556,['EvolvedANNNoise05']
73,"[0, 5, 5, 2, 5]",180.318339100346,['GrudgerAlternator']
74,"[4, 3, 5, 3, 2]",131.5121107266436,['Raider']
75,"[2, 0, 4, 0, 2]",129.4375,['Forgiver']
76,"[0, 4, 1, 4, 2]",160.59504132231405,['EvolvedANNNoise05']
77,"[1, 2, 3, 5, 0]",151.97520661157026,['Raider']
78,"[4, 0, 3, 0, 5]",105.05555555555556,['Forgiver']
79,"[1, 5, 1, 3, 5]",155.5822222222222,['Raider']
80,"[3, 2, 4, 0, 2]",130.77685950413223,['Raider']
81,"[4, 1, 3, 2, 4]",113.15306122448979,['EvolvedANNNoise05']
82,"[0, 4, 2, 1, 5]",184.77083333333334,['GrudgerAlternator']
83,"[5, 2, 1, 4, 0]",132.85416666666666,['EvolvedANNNoise05']
84,"[5, 2, 4, 2, 4]",116.79584775086505,['EvolvedANNNoise05']
85,"[4, 5, 1, 3, 5]",131.04320987654322,['Raider']
86,"[2, 3, 0, 0, 0]",130.56,['Raider']
87,"[2, 1, 1, 2, 0]",134.22222222222223,['Raider']
88,"[4, 4, 0, 0, 2]",114.8,['Raider']
89,"[5, 5, 3, 5, 2]",133.85,['Raider']
90,"[0, 1, 4, 0, 2]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
91,"[0, 3, 3, 3, 5]",164.24489795918367,['GrudgerAlternator']
92,"[3, 2, 2, 1, 4]",124.59722222222223,['EvolvedANNNoise05']
93,"[1, 3, 5, 5, 5]",149.57340720221606,['Raider']
94,"[2, 5, 1, 5, 2]",147.79111111111112,['Raider']
95,"[0, 3, 4, 2, 1]",173.68,['EvolvedANNNoise05']
96,"[3, 2, 4, 2, 2]",130.4378698224852,['Raider']
97,"[4, 5, 0, 3, 4]",129.19140625,['Raider']
98,"[4, 3, 4, 4, 4]",129.29639889196676,['Raider']
99,"[4, 1, 1, 1, 0]",105.24489795918367,['EvolvedANNNoise05']
100,"[3, 1, 3, 4, 1]",127.88888888888889,['Raider']
101,"[0, 4, 3, 5, 0]",165.69444444444446,['EvolvedANNNoise05']
102,"[2, 4, 2, 1, 4]",149.62130177514794,['Raider']
103,"[4, 4, 4, 2, 1]",133.57333333333332,['Raider']
104,"[3, 2, 3, 0, 1]",122.37037037037037,['Raider']
105,"[5, 1, 0, 1, 4]",85.57851239669421,['EvolvedANNNoise05']
106,"[5, 3, 2, 4, 2]",123.6171875,['EvolvedANNNoise05']
107,"[3, 4, 5, 4, 3]",141.35180055401662,['Raider']
108,"[1, 4, 4, 2, 5]",163.35546875,['Raider']
109,"[0, 3, 2, 1, 4]",181.85,['GrudgerAlternator']
110,"[5, 1, 2, 5, 4]",112.40484429065744,['EvolvedANNNoise05']
111,"[3, 1, 3, 0, 0]",108.22448979591837,['Raider']
112,"[3, 5, 3, 3, 3]",142.24221453287197,['Raider']
113,"[5, 2, 0, 2, 0]",122.09876543209876,['EvolvedANNNoise05']
114,"[3, 2, 5, 2, 5]",136.47058823529412,['Forgiver']
115,"[4, 5, 3, 1, 5]",137.2037037037037,['Raider']
116,"[1, 4, 2, 4, 3]",150.94387755102042,['Raider']
117,"[2, 1, 5, 2, 3]",138.6508875739645,['Raider']
118,"[4, 5, 3, 2, 0]",137.8877551020408,['Raider']
119,"[3, 2, 0, 0, 5]",116.39,['Forgiver']
120,"[2, 3, 5, 0, 5]",161.35111111111112,['Forgiver']
121,"[3, 5, 0, 5, 2]",142.34222222222223,['Raider']
122,"[1, 4, 5, 1, 3]",170.2908163265306,['Raider']
123,"[0, 0, 3, 3, 4]",146.24,['GrudgerAlternator']
124,"[0, 1, 1, 5, 0]",161.73469387755102,['EvolvedANNNoise05']
125,"[2, 2, 0, 2, 0]",145.22222222222223,['Raider']
126,"[4, 1, 0, 5, 4]",112.03571428571429,['EvolvedANNNoise05']
127,"[2, 4, 1, 3, 4]",141.25510204081633,['Raider']
128,"[0, 2, 3, 0, 1]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
129,"[5, 5, 3, 1, 3]",127.58477508650519,['Raider']
130,"[2, 3, 4, 4, 0]",147.81065088757396,['Raider']
131,"[2, 0, 0, 5, 2]",123.90123456790124,['EvolvedANNNoise05']
132,"[4, 5, 0, 4, 3]",132.328125,['Raider']
133,"[5, 3, 5, 2, 0]",125.46222222222222,['Raider']
134,"[3, 4, 1, 2, 3]",133.2189349112426,['Raider']
135,"[4, 4, 0, 4, 1]",136.9467455621302,['Raider']
136,"[3, 4, 2, 1, 3]",136.46153846153845,['Raider']
137,"[0, 5, 1, 2, 3]",174.77685950413223,['EvolvedANNNoise05']
138,"[3, 2, 2, 4, 5]",125.09765625,['EvolvedANNNoise05']
139,"[1, 1, 0, 3, 2]",128.42857142857142,['Raider']
140,"[3, 2, 0, 5, 0]",154.04,['Raider']
141,"[2, 0, 1, 3, 0]",138.83333333333334,['EvolvedANNNoise05']
142,"[1, 2, 0, 2, 5]",140.03,['Forgiver']
143,"[5, 4, 1, 0, 5]",116.57777777777778,['Raider']
144,"[1, 0, 5, 0, 4]",167.83,['Forgiver']
145,"[0, 2, 3, 4, 4]",153.1360946745562,['GrudgerAlternator']
146,"[1, 5, 0, 3, 1]",159.79,['Raider']
147,"[4, 5, 4, 2, 4]",137.82271468144043,['Raider']
148,"[3, 3, 4, 2, 5]",138.1833910034602,['Raider']
149,"[1, 3, 3, 1, 2]",161.14,['Raider']
150,"[5, 0, 3, 0, 2]",81.95,['Raider']
151,"[5, 0, 0, 3, 4]",90.01388888888889,['EvolvedANNNoise05']
152,"[1, 5, 2, 4, 5]",153.9757785467128,['Raider']
153,"[5, 5, 4, 1, 5]",132.0875,['Raider']
154,"[3, 4, 1, 4, 2]",137.23979591836735,['Raider']
155,"[5, 1, 0, 3, 2]",106.22314049586777,['EvolvedANNNoise05']
156,"[3, 5, 3, 5, 1]",145.57785467128028,['Raider']
157,"[0, 0, 5, 3, 1]",152.92592592592592,['GrudgerAlternator']
158,"[1, 0, 3, 5, 5]",128.87244897959184,['GrudgerAlternator']
159,"[1, 3, 4, 2, 1]",158.12396694214877,['Raider']
160,"[5, 3, 1, 3, 1]",122.98224852071006,['EvolvedANNNoise05']
161,"[3, 2, 2, 2, 1]",125.47,['Raider']
162,"[3, 2, 2, 2, 2]",123.68595041322314,['Raider']
163,"[2, 2, 1, 3, 1]",136.06172839506172,['Raider']
164,"[4, 1, 3, 5, 4]",118.48096885813149,['EvolvedANNNoise05']
165,"[0, 1, 1, 0, 5]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
166,"[0, 3, 1, 0, 1]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
167,"[1, 4, 3, 0, 0]",171.390625,['Raider']
168,"[1, 0, 2, 4, 5]",126.10416666666667,['GrudgerAlternator']
169,"[1, 0, 5, 4, 5]",139.01333333333332,['GrudgerAlternator']
170,"[2, 3, 5, 1, 3]",152.64285714285714,['Raider']
171,"[5, 4, 1, 1, 2]",115.91124260355029,['EvolvedANNNoise05']
172,"[4, 2, 5, 5, 4]",127.535,['EvolvedANNNoise05']
173,"[3, 5, 5, 0, 4]",153.44290657439447,['Raider']
174,"[4, 3, 0, 2, 5]",116.06122448979592,['EvolvedANNNoise05']
175,"[4, 5, 0, 0, 0]",124.14814814814815,['Raider']
176,"[2, 3, 2, 2, 0]",144.91358024691357,['Raider']
177,"[4, 4, 5, 0, 5]",140.54320987654322,['Raider']
178,"[1, 0, 0, 4, 0]",171.92,['Raider']
179,"[3, 0, 4, 3, 2]",117.95833333333333,['EvolvedANNNoise05']
180,"[0, 0, 0, 1, 2]",132.0,['Forgiver']
181,"[4, 3, 2, 2, 5]",123.546875,['EvolvedANNNoise05']
182,"[3, 1, 1, 2, 2]",111.0246913580247,['EvolvedANNNoise05']
183,"[2, 4, 0, 2, 3]",140.03305785123968,['Raider']
184,"[2, 3, 3, 1, 4]",147.8639053254438,['Raider']
185,"[1, 2, 2, 4, 3]",140.61805555555554,['Raider']
186,"[5, 0, 1, 1, 0]",91.44897959183673,['EvolvedANNNoise05']
187,"[2, 1, 0, 3, 1]",130.89795918367346,['EvolvedANNNoise05']
188,"[5, 2, 5, 3, 0]",124.17333333333333,['Raider']
189,"[0, 0, 0, 3, 1]",132.3125,['EvolvedANNNoise05']
190,"[5, 5, 1, 1, 0]",125.45833333333333,['Raider']
191,"[4, 4, 0, 0, 0]",116.5,['Raider']
192,"[1, 1, 2, 0, 1]",146.84,['Raider']
193,"[0, 0, 4, 5, 4]",140.2958579881657,['GrudgerAlternator']
194,"[0, 1, 2, 2, 5]",160.68,['GrudgerAlternator']
195,"[1, 2, 2, 4, 1]",146.03,['Raider']
196,"[4, 0, 1, 3, 4]",98.44444444444444,['EvolvedANNNoise05']
197,"[4, 2, 5, 3, 3]",126.58477508650519,['Raider']
198,"[3, 3, 2, 3, 4]",130.54666666666665,['Raider']
199,"[4, 5, 4, 2, 0]",138.96,['Raider']
200,"[2, 4, 2, 4, 4]",142.203125,['Raider']
201,"[3, 0, 2, 1, 2]",98.125,['EvolvedANNNoise05']
202,"[2, 4, 4, 4, 0]",151.26530612244898,['Raider']
203,"[5, 2, 5, 2, 1]",119.2,['EvolvedANNNoise05']
204,"[5, 2, 0, 3, 2]",112.52777777777777,['EvolvedANNNoise05']
205,"[0, 3, 2, 4, 1]",160.16,['EvolvedANNNoise05']
206,"[0, 5, 5, 4, 1]",169.63555555555556,['EvolvedANNNoise05']
207,"[4, 4, 0, 5, 2]",134.4,['Raider']
208,"[3, 1, 3, 0, 4]",123.46280991735537,['Forgiver']
209,"[3, 1, 2, 0, 4]",116.36,['Forgiver']
210,"[4, 0, 0, 4, 1]",124.34567901234568,['EvolvedANNNoise05']
211,"[3, 3, 3, 2, 3]",133.4591836734694,['Raider']
212,"[3, 3, 2, 1, 4]",131.71005917159763,['Raider']
213,"[3, 0, 5, 5, 5]",123.05246913580247,['EvolvedANNNoise05']
214,"[1, 2, 0, 3, 5]",135.5206611570248,['Forgiver']
215,"[5, 1, 0, 5, 1]",129.6875,['EvolvedANNNoise05']
216,"[4, 3, 5, 4, 1]",133.75778546712803,['Raider']
217,"[3, 3, 1, 4, 3]",129.89795918367346,['Raider']
218,"[2, 2, 0, 0, 5]",134.49382716049382,['Forgiver']
219,"[3, 5, 4, 4, 5]",142.8095238095238,['Raider']
220,"[4, 2, 2, 4, 0]",134.22222222222223,['EvolvedANNNoise05']
221,"[2, 0, 3, 1, 4]",126.38,['Forgiver']
222,"[2, 4, 1, 2, 1]",145.5,['Raider']
223,"[1, 4, 2, 2, 3]",157.77083333333334,['Raider']
224,"[1, 3, 1, 2, 1]",151.90625,['Raider']
225,"[1, 3, 4, 0, 4]",175.56944444444446,['Forgiver']
226,"[0, 3, 0, 4, 4]",149.8512396694215,['EvolvedANNNoise05']
227,"[5, 1, 3, 0, 0]",90.92592592592592,['Raider']
228,"[5, 2, 3, 2, 1]",114.42603550295858,['EvolvedANNNoise05']
229,"[3, 5, 2, 1, 4]",142.63555555555556,['Raider']
230,"[3, 0, 1, 2, 2]",99.359375,['EvolvedANNNoise05']
231,"[0, 2, 0, 5, 4]",139.83471074380165,['EvolvedANNNoise05']
232,"[5, 3, 3, 4, 5]",121.82,['EvolvedANNNoise05']
233,"[3, 3, 2, 5, 5]",130.3858024691358,['Raider']
234,"[5, 3, 1, 2, 1]",117.29166666666667,['EvolvedANNNoise05']
235,"[1, 4, 1, 0, 3]",170.07407407407408,['Raider']
236,"[3, 2, 0, 2, 4]",115.0909090909091,['EvolvedANNNoise05']
237,"[1, 5, 3, 4, 1]",159.08163265306123,['Raider']
238,"[1, 5, 3, 1, 0]",169.32,['Raider']
239,"[2, 3, 0, 3, 5]",132.54437869822485,['Raider']
240,"[0, 2, 1, 3, 1]",156.59183673469389,['EvolvedANNNoise05']
241,"[0, 2, 3, 4, 2]",154.0495867768595,['GrudgerAlternator']
242,"[5, 1, 3, 4, 2]",115.05333333333333,['EvolvedANNNoise05']
243,"[0, 3, 3, 2, 1]",172.0,['EvolvedANNNoise05']
244,"[2, 0, 0, 1, 3]",90.75,['EvolvedANNNoise05']
245,"[2, 3, 3, 4, 4]",139.8828125,['Raider']
246,"[2, 2, 2, 2, 1]",134.8148148148148,['Raider']
247,"[2, 5, 5, 4, 2]",151.9814814814815,['Raider']
248,"[4, 1, 5, 0, 2]",115.97222222222223,['Raider']
249,"[1, 5, 5, 0, 4]",181.2577777777778,['Raider']
250,"[0, 2, 1, 4, 5]",146.91666666666666,['GrudgerAlternator']
251,"[4, 0, 0, 3, 5]",93.36805555555556,['EvolvedANNNoise05']
252,"[5, 3, 0, 0, 2]",96.8,['Raider']
253,"[0, 2, 5, 4, 5]",158.765625,['GrudgerAlternator']
254,"[4, 0, 5, 1, 4]",114.26530612244898,['Forgiver']
255,"[0, 2, 0, 4, 3]",143.7530864197531,['EvolvedANNNoise05']
256,"[3, 2, 3, 2, 5]",129.60888888888888,['EvolvedANNNoise05']
257,"[5, 1, 1, 1, 5]",94.66272189349112,['EvolvedANNNoise05']
258,"[4, 4, 3, 5, 4]",131.99,['Raider']
259,"[4, 3, 3, 3, 0]",132.76331360946745,['Raider']
260,"[4, 3, 5, 5, 3]",132.155,['Raider']
261,"[0, 4, 2, 0, 1]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
262,"[4, 3, 2, 1, 4]",121.84183673469387,['EvolvedANNNoise05']
263,"[2, 1, 4, 5, 3]",132.0888888888889,['Raider']
264,"[3, 2, 0, 0, 3]",106.578125,['Raider']
265,"[2, 5, 0, 0, 1]",147.96875,['Raider']
266,"[4, 2, 3, 1, 2]",116.33333333333333,['EvolvedANNNoise05']
267,"[2, 1, 3, 3, 4]",129.85207100591717,['EvolvedANNNoise05']
268,"[2, 3, 4, 1, 1]",147.73553719008265,['Raider']
269,"[2, 1, 5, 4, 5]",135.80622837370242,['GrudgerAlternator']
270,"[4, 1, 2, 3, 0]",124.77,['EvolvedANNNoise05']
271,"[3, 0, 4, 2, 0]",117.75308641975309,['EvolvedANNNoise05']
272,"[0, 4, 4, 1, 2]",186.1818181818182,['GrudgerAlternator']
273,"[4, 5, 5, 4, 2]",139.56,['Raider']
274,"[3, 4, 5, 0, 0]",143.8125,['Raider']
275,"[1, 0, 4, 4, 2]",134.1818181818182,['Raider']
276,"[0, 3, 2, 2, 1]",170.25,['EvolvedANNNoise05']
277,"[1, 0, 3, 0, 4]",159.078125,['Forgiver']
278,"[0, 5, 0, 2, 4]",172.9090909090909,['EvolvedANNNoise05']
279,"[3, 2, 4, 2, 3]",130.93367346938774,['Raider']
280,"[5, 5, 1, 4, 0]",139.26666666666668,['Raider']
281,"[1, 0, 3, 3, 2]",130.9506172839506,['Raider']
282,"[3, 5, 1, 2, 4]",138.52,['Raider']
283,"[1, 1, 4, 3, 3]",143.27083333333334,['Raider']
284,"[2, 5, 0, 5, 5]",141.01730103806227,['Raider']
285,"[5, 1, 3, 5, 4]",114.44444444444444,['EvolvedANNNoise05']
286,"[3, 3, 3, 5, 4]",133.03703703703704,['Raider']
287,"[1, 5, 5, 4, 3]",159.17283950617283,['Raider']
288,"[1, 4, 0, 2, 3]",152.45,['Raider']
289,"[2, 2, 3, 0, 4]",147.88429752066116,['Forgiver']
290,"[3, 3, 1, 5, 4]",129.3671875,['Raider']
291,"[3, 1, 4, 3, 0]",129.6611570247934,['Raider']
292,"[1, 2, 1, 4, 3]",137.8181818181818,['Raider']
293,"[2, 0, 1, 2, 5]",112.78,['Forgiver']
294,"[3, 4, 0, 2, 1]",135.37,['Raider']
295,"[3, 4, 1, 2, 1]",136.16528925619835,['Raider']
296,"[5, 1, 0, 5, 5]",106.38671875,['EvolvedANNNoise05']
297,"[5, 3, 2, 1, 0]",115.3305785123967,['EvolvedANNNoise05']
298,"[0, 1, 0, 2, 0]",171.77777777777777,['EvolvedANNNoise05']
299,"[0, 3, 5, 3, 4]",167.93333333333334,['GrudgerAlternator']
300,"[0, 0, 5, 2, 4]",164.72727272727272,['GrudgerAlternator']
301,"[5, 1, 0, 1, 3]",84.35,['EvolvedANNNoise05']
302,"[2, 2, 4, 3, 4]",139.34222222222223,['Raider']
303,"[4, 4, 0, 5, 1]",140.32142857142858,['Raider']
304,"[5, 0, 1, 0, 3]",66.66666666666667,['Forgiver']
305,"[1, 4, 0, 0, 5]",170.81,['Raider']
306,"[2, 1, 2, 2, 3]",125.18,['EvolvedANNNoise05']
307,"[0, 2, 5, 0, 4]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
308,"[0, 4, 5, 4, 3]",165.390625,['GrudgerAlternator']
309,"[0, 3, 1, 4, 3]",153.58677685950414,['EvolvedANNNoise05']
310,"[2, 3, 3, 2, 4]",144.08163265306123,['Raider']
311,"[0, 2, 0, 3, 3]",147.640625,['EvolvedANNNoise05']
312,"[0, 2, 5, 5, 4]",153.7890625,['GrudgerAlternator']
313,"[0, 5, 2, 5, 3]",160.57777777777778,['EvolvedANNNoise05']
314,"[0, 1, 5, 3, 3]",159.5,['GrudgerAlternator']
315,"[2, 2, 3, 0, 1]",138.6875,['Raider']
316,"[4, 4, 3, 0, 4]",132.07111111111112,['Raider']
317,"[3, 5, 3, 0, 0]",143.0,['Raider']
318,"[5, 3, 3, 2, 0]",122.76331360946746,['Raider']
319,"[4, 1, 1, 3, 1]",117.46,['EvolvedANNNoise05']
320,"[0, 1, 3, 0, 1]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
321,"[3, 0, 5, 0, 5]",131.0887573964497,['Forgiver']
322,"[3, 5, 2, 1, 0]",142.45454545454547,['Raider']
323,"[0, 3, 2, 5, 1]",157.93388429752065,['EvolvedANNNoise05']
324,"[1, 3, 5, 0, 1]",173.74,['Raider']
325,"[2, 5, 3, 4, 4]",147.9814814814815,['Raider']
326,"[2, 1, 1, 5, 3]",125.30555555555556,['EvolvedANNNoise05']
327,"[3, 5, 3, 0, 3]",146.58163265306123,['Raider']
328,"[0, 0, 2, 1, 4]",168.0408163265306,['GrudgerAlternator']
329,"[0, 5, 1, 2, 1]",176.88888888888889,['EvolvedANNNoise05']
330,"[5, 4, 1, 1, 1]",117.14583333333333,['EvolvedANNNoise05']
331,"[3, 3, 1, 5, 0]",148.48611111111111,['Raider']
332,"[1, 2, 4, 4, 4]",145.85777777777778,['Raider']
333,"[0, 1, 2, 5, 0]",156.484375,['EvolvedANNNoise05']
334,"[0, 4, 5, 3, 4]",170.84375,['GrudgerAlternator']
335,"[5, 3, 2, 3, 2]",120.32444444444444,['EvolvedANNNoise05']
336,"[4, 1, 1, 0, 2]",85.6875,['Raider']
337,"[0, 4, 5, 4, 2]",165.86666666666667,['EvolvedANNNoise05']
338,"[3, 2, 2, 0, 0]",114.28571428571429,['Raider']
339,"[2, 1, 4, 4, 0]",139.20661157024793,['Raider']
340,"[3, 0, 4, 5, 2]",122.8265306122449,['EvolvedANNNoise05']
341,"[4, 4, 4, 2, 2]",133.109375,['Raider']
342,"[1, 2, 0, 1, 4]",144.625,['Forgiver']
343,"[0, 2, 0, 0, 5]",200.0,"['Cooperator', 'Forgiver']"
344,"[4, 5, 5, 5, 1]",141.395,['Raider']
345,"[2, 0, 2, 4, 4]",117.58333333333333,['EvolvedANNNoise05']
346,"[4, 0, 4, 0, 1]",94.8641975308642,['Raider']
347,"[2, 5, 5, 2, 0]",156.73469387755102,['Raider']
348,"[4, 3, 1, 0, 4]",116.02777777777777,['Raider']
349,"[2, 1, 1, 2, 3]",119.50617283950618,['EvolvedANNNoise05']
350,"[2, 4, 1, 1, 3]",145.08264462809916,['Raider']
351,"[5, 0, 3, 5, 2]",113.84444444444445,['EvolvedANNNoise05']
352,"[2, 0, 5, 1, 4]",138.04166666666666,['Forgiver']
353,"[2, 3, 2, 4, 5]",137.3515625,['Raider']
354,"[1, 5, 5, 4, 1]",160.6484375,['Raider']
355,"[0, 3, 0, 4, 0]",172.48979591836735,['EvolvedANNNoise05']
356,"[5, 0, 2, 2, 2]",93.83471074380165,['EvolvedANNNoise05']
357,"[3, 2, 1, 0, 0]",108.25,['Raider']
358,"[3, 1, 3, 1, 4]",121.84722222222223,['Forgiver']
359,"[2, 2, 4, 1, 3]",144.3125,['Raider']
360,"[4, 4, 2, 0, 5]",130.32888888888888,['Raider']
361,"[3, 4, 0, 2, 4]",130.14201183431953,['Raider']
362,"[1, 2, 5, 0, 3]",173.38842975206612,['Forgiver']
363,"[0, 1, 4, 1, 4]",179.87,['GrudgerAlternator']
364,"[2, 5, 5, 3, 2]",153.69896193771626,['Raider']
365,"[1, 4, 5, 1, 4]",171.04444444444445,['Raider']
366,"[5, 5, 5, 3, 2]",133.63,['Raider']
367,"[2, 1, 2, 3, 2]",126.47,['Raider']
368,"[1, 3, 5, 4, 2]",152.94666666666666,['Raider']
369,"[0, 0, 5, 4, 2]",147.50413223140495,['GrudgerAlternator']
370,"[0, 4, 4, 1, 5]",186.95408163265307,['GrudgerAlternator']
371,"[5, 4, 2, 5, 2]",130.12345679012347,['Raider']
372,"[2, 1, 5, 5, 4]",134.05882352941177,['Raider']
373,"[1, 5, 5, 4, 2]",159.68512110726644,['Raider']
374,"[3, 0, 5, 0, 3]",123.43801652892562,['Forgiver']
375,"[0, 1, 0, 4, 4]",133.28395061728395,['Cooperator']
376,"[5, 2, 5, 5, 0]",130.4325259515571,['Raider']
377,"[5, 3, 2, 5, 1]",130.60546875,['EvolvedANNNoise05']
378,"[4, 1, 4, 1, 1]",111.90082644628099,['EvolvedANNNoise05']
379,"[1, 1, 1, 5, 5]",128.17751479289942,['GrudgerAlternator']
380,"[2, 1, 1, 2, 5]",123.2396694214876,['Forgiver']
381,"[1, 0, 0, 3, 5]",114.76543209876543,['Forgiver']
382,"[4, 3, 1, 1, 5]",119.26530612244898,['EvolvedANNNoise05']
383,"[1, 1, 4, 4, 2]",141.0,['Raider']
384,"[1, 3, 3, 3, 4]",151.51020408163265,['Raider']
385,"[4, 5, 2, 2, 1]",134.73469387755102,['Raider']
386,"[2, 2, 5, 2, 3]",144.21428571428572,['Raider']
387,"[5, 4, 3, 1, 2]",121.93333333333334,['Raider']
388,"[5, 0, 5, 4, 4]",111.86111111111111,['EvolvedANNNoise05']
389,"[3, 2, 2, 2, 0]",129.97530864197532,['Raider']
390,"[4, 3, 3, 5, 4]",128.00831024930747,['EvolvedANNNoise05']
391,"[3, 5, 4, 1, 5]",148.91666666666666,['Raider']
392,"[3, 0, 2, 1, 3]",101.1604938271605,['EvolvedANNNoise05']
